Scenario,TraceFile,Algorithm,PageTableType,PageSizeKB,MemorySizeKB,TotalAccesses,PageFaults,DirtyPages,ExecutionTimeSeconds
2,./input/compilador.log,fifo,densa,4,1024,1000000,31698,5945,0.212479
2,./input/compilador.log,fifo,densa,8,1024,1000000,44465,8135,0.157894
2,./input/compilador.log,fifo,densa,16,1024,1000000,57600,10858,0.153631
2,./input/compilador.log,fifo,densa,32,1024,1000000,72140,13794,0.145369
2,./input/compilador.log,fifo,densa,64,1024,1000000,93778,18860,0.131083
2,./input/compilador.log,fifo,hier2,2,1024,1000000,21639,4442,0.163041
2,./input/compilador.log,fifo,hier2,4,1024,1000000,31698,5945,0.165753
2,./input/compilador.log,fifo,hier2,8,1024,1000000,44465,8135,0.179557
2,./input/compilador.log,fifo,hier2,16,1024,1000000,57600,10858,0.163101
2,./input/compilador.log,fifo,hier2,32,1024,1000000,72140,13794,0.130290
2,./input/compilador.log,fifo,hier2,64,1024,1000000,93778,18860,0.135383
2,./input/compilador.log,fifo,hier3,2,1024,1000000,21639,4442,0.172176
2,./input/compilador.log,fifo,hier3,4,1024,1000000,31698,5945,0.164260
2,./input/compilador.log,fifo,hier3,8,1024,1000000,44465,8135,0.150665
2,./input/compilador.log,fifo,hier3,16,1024,1000000,57600,10858,0.170331
2,./input/compilador.log,fifo,hier3,32,1024,1000000,72140,13794,0.182838
2,./input/compilador.log,fifo,hier3,64,1024,1000000,93778,18860,0.163840
2,./input/compilador.log,fifo,invertida,2,1024,1000000,21639,4442,0.206779
2,./input/compilador.log,fifo,invertida,4,1024,1000000,31698,5945,0.198081
2,./input/compilador.log,fifo,invertida,8,1024,1000000,44465,8135,0.154773
2,./input/compilador.log,fifo,invertida,16,1024,1000000,57600,10858,0.147440
2,./input/compilador.log,fifo,invertida,32,1024,1000000,72140,13794,0.146129
2,./input/compilador.log,fifo,invertida,64,1024,1000000,93778,18860,0.148870
2,./input/compilador.log,random,densa,2,1024,1000000,22505,4371,0.150535
2,./input/compilador.log,random,densa,4,1024,1000000,32186,5879,0.136469
2,./input/compilador.log,random,densa,8,1024,1000000,46212,8177,0.138265
2,./input/compilador.log,random,densa,16,1024,1000000,61623,10986,0.138461
2,./input/compilador.log,random,densa,32,1024,1000000,79377,14122,0.131204
2,./input/compilador.log,random,densa,64,1024,1000000,102124,19456,0.130872
2,./input/compilador.log,random,hier2,2,1024,1000000,22672,4443,0.137938
2,./input/compilador.log,random,hier2,4,1024,1000000,32186,5879,0.138071
2,./input/compilador.log,random,hier2,8,1024,1000000,46436,8151,0.135995
2,./input/compilador.log,random,hier2,16,1024,1000000,61804,11034,0.148357
2,./input/compilador.log,random,hier2,32,1024,1000000,79255,14207,0.132692
2,./input/compilador.log,random,hier2,64,1024,1000000,102297,19628,0.156840
2,./input/compilador.log,random,hier3,2,1024,1000000,22619,4453,0.143739
2,./input/compilador.log,random,hier3,4,1024,1000000,31799,5722,0.152716
2,./input/compilador.log,random,hier3,8,1024,1000000,46436,8151,0.132027
2,./input/compilador.log,random,hier3,16,1024,1000000,61804,11079,0.134499
2,./input/compilador.log,random,hier3,32,1024,1000000,79675,14185,0.145359
2,./input/compilador.log,random,hier3,64,1024,1000000,102201,19608,0.142418
2,./input/compilador.log,random,invertida,2,1024,1000000,22501,4374,0.152720
2,./input/compilador.log,random,invertida,4,1024,1000000,32140,5723,0.163007
2,./input/compilador.log,random,invertida,8,1024,1000000,46242,8128,0.177607
2,./input/compilador.log,random,invertida,16,1024,1000000,61646,10932,0.140770
2,./input/compilador.log,random,invertida,32,1024,1000000,79473,14122,0.146928
2,./input/compilador.log,random,invertida,64,1024,1000000,101815,19424,0.152303
2,./input/compilador.log,lfu,densa,2,1024,1000000,42968,4982,0.224400
2,./input/compilador.log,lfu,densa,4,1024,1000000,74061,8077,0.200715
2,./input/compilador.log,lfu,densa,8,1024,1000000,136815,15545,0.218106
2,./input/compilador.log,lfu,densa,16,1024,1000000,250279,28950,0.211641
2,./input/compilador.log,lfu,densa,32,1024,1000000,389747,41414,0.207454
2,./input/compilador.log,lfu,densa,64,1024,1000000,573251,90988,0.226630
2,./input/compilador.log,lfu,hier2,2,1024,1000000,42968,4982,0.217202
2,./input/compilador.log,lfu,hier2,4,1024,1000000,74061,8077,0.201231
2,./input/compilador.log,lfu,hier2,8,1024,1000000,136815,15545,0.202000
2,./input/compilador.log,lfu,hier2,16,1024,1000000,250279,28950,0.222610
2,./input/compilador.log,lfu,hier2,32,1024,1000000,389747,41414,0.200872
2,./input/compilador.log,lfu,hier2,64,1024,1000000,573251,90988,0.202146
2,./input/compilador.log,lfu,hier3,2,1024,1000000,42968,4982,0.226629
2,./input/compilador.log,lfu,hier3,4,1024,1000000,74061,8077,0.224433
2,./input/compilador.log,lfu,hier3,8,1024,1000000,136815,15545,0.197305
2,./input/compilador.log,lfu,hier3,16,1024,1000000,250279,28950,0.206567
2,./input/compilador.log,lfu,hier3,32,1024,1000000,389747,41414,0.214679
2,./input/compilador.log,lfu,hier3,64,1024,1000000,573251,90988,0.215605
2,./input/compilador.log,lfu,invertida,2,1024,1000000,42968,4982,0.244744
2,./input/compilador.log,lfu,invertida,4,1024,1000000,74061,8077,0.210972
2,./input/compilador.log,lfu,invertida,8,1024,1000000,136815,15545,0.229412
2,./input/compilador.log,lfu,invertida,16,1024,1000000,250279,28950,0.253895
2,./input/compilador.log,lfu,invertida,32,1024,1000000,389747,41414,0.221704
2,./input/compilador.log,lfu,invertida,64,1024,1000000,573251,90988,0.227737
2,./input/matriz.log,lru,densa,2,1024,1000000,4744,1473,0.131784
2,./input/matriz.log,lru,densa,4,1024,1000000,5673,1866,0.122212
2,./input/matriz.log,lru,densa,8,1024,1000000,10928,3273,0.115931
2,./input/matriz.log,lru,densa,16,1024,1000000,15904,4517,0.124083
2,./input/matriz.log,lru,densa,32,1024,1000000,32282,6582,0.131846
2,./input/matriz.log,lru,densa,64,1024,1000000,115886,36242,0.154580
2,./input/matriz.log,lru,hier2,2,1024,1000000,4744,1473,0.125033
2,./input/matriz.log,lru,hier2,4,1024,1000000,5673,1866,0.124623
2,./input/matriz.log,lru,hier2,8,1024,1000000,10928,3273,0.124918
2,./input/matriz.log,lru,hier2,16,1024,1000000,15904,4517,0.126722
2,./input/matriz.log,lru,hier2,32,1024,1000000,32282,6582,0.125580
2,./input/matriz.log,lru,hier2,64,1024,1000000,115886,36242,0.143628
2,./input/matriz.log,lru,hier3,2,1024,1000000,4744,1473,0.127837
2,./input/matriz.log,lru,hier3,4,1024,1000000,5673,1866,0.116655
2,./input/matriz.log,lru,hier3,8,1024,1000000,10928,3273,0.117795
2,./input/matriz.log,lru,hier3,16,1024,1000000,15904,4517,0.127029
2,./input/matriz.log,lru,hier3,32,1024,1000000,32282,6582,0.115478
2,./input/matriz.log,lru,hier3,64,1024,1000000,115886,36242,0.138372
2,./input/matriz.log,lru,invertida,2,1024,1000000,4744,1473,0.136699
2,./input/matriz.log,lru,invertida,4,1024,1000000,5673,1866,0.138914
2,./input/matriz.log,lru,invertida,8,1024,1000000,10928,3273,0.134262
2,./input/matriz.log,lru,invertida,16,1024,1000000,15904,4517,0.131509
2,./input/matriz.log,lru,invertida,32,1024,1000000,32282,6582,0.146263
2,./input/matriz.log,lru,invertida,64,1024,1000000,115886,36242,0.148041
2,./input/matriz.log,fifo,densa,2,1024,1000000,6097,1993,0.126477
2,./input/matriz.log,fifo,densa,4,1024,1000000,8551,2836,0.134585
2,./input/matriz.log,fifo,densa,8,1024,1000000,15410,4505,0.143346
2,./input/matriz.log,fifo,densa,16,1024,1000000,22815,6114,0.128364
2,./input/matriz.log,fifo,densa,32,1024,1000000,59061,13543,0.142069
2,./input/matriz.log,fifo,densa,64,1024,1000000,137751,33692,0.153444
2,./input/matriz.log,fifo,hier2,2,1024,1000000,6097,1993,0.135751
2,./input/matriz.log,fifo,hier2,4,1024,1000000,8551,2836,0.131705
2,./input/matriz.log,fifo,hier2,8,1024,1000000,15410,4505,0.125779
2,./input/matriz.log,fifo,hier2,16,1024,1000000,22815,6114,0.118828
2,./input/matriz.log,fifo,hier2,32,1024,1000000,59061,13543,0.129594
2,./input/matriz.log,fifo,hier2,64,1024,1000000,137751,33692,0.154224
2,./input/matriz.log,fifo,hier3,2,1024,1000000,6097,1993,0.126523
2,./input/matriz.log,fifo,hier3,4,1024,1000000,8551,2836,0.155699
2,./input/matriz.log,fifo,hier3,8,1024,1000000,15410,4505,0.140073
2,./input/matriz.log,fifo,hier3,16,1024,1000000,22815,6114,0.146415
2,./input/matriz.log,fifo,hier3,32,1024,1000000,59061,13543,0.125427
2,./input/matriz.log,fifo,hier3,64,1024,1000000,137751,33692,0.142993
2,./input/matriz.log,fifo,invertida,2,1024,1000000,6097,1993,0.143892
2,./input/matriz.log,fifo,invertida,4,1024,1000000,8551,2836,0.134357
2,./input/matriz.log,fifo,invertida,8,1024,1000000,15410,4505,0.138051
2,./input/matriz.log,fifo,invertida,16,1024,1000000,22815,6114,0.159910
2,./input/matriz.log,fifo,invertida,32,1024,1000000,59061,13543,0.150812
2,./input/matriz.log,fifo,invertida,64,1024,1000000,137751,33692,0.161584
2,./input/matriz.log,random,densa,2,1024,1000000,6663,2126,0.129437
2,./input/matriz.log,random,densa,4,1024,1000000,9190,2899,0.167186
2,./input/matriz.log,random,densa,8,1024,1000000,15448,4354,0.127025
2,./input/matriz.log,random,densa,16,1024,1000000,27133,7003,0.150771
2,./input/matriz.log,random,densa,32,1024,1000000,61272,13761,0.134421
2,./input/matriz.log,random,densa,64,1024,1000000,131823,30617,0.144824
2,./input/matriz.log,random,hier2,2,1024,1000000,6610,2109,0.141529
2,./input/matriz.log,random,hier2,4,1024,1000000,9190,2899,0.118450
2,./input/matriz.log,random,hier2,8,1024,1000000,15431,4421,0.126856
2,./input/matriz.log,random,hier2,16,1024,1000000,27106,6959,0.121449
2,./input/matriz.log,random,hier2,32,1024,1000000,61339,13761,0.141173
2,./input/matriz.log,random,hier2,64,1024,1000000,131391,30433,0.149959
2,./input/matriz.log,random,hier3,2,1024,1000000,6650,2116,0.119522
2,./input/matriz.log,random,hier3,4,1024,1000000,9323,2937,0.132431
2,./input/matriz.log,random,hier3,8,1024,1000000,15431,4421,0.135804
2,./input/matriz.log,random,hier3,16,1024,1000000,27025,6976,0.137253
2,./input/matriz.log,random,hier3,32,1024,1000000,61110,13751,0.126618
2,./input/matriz.log,random,hier3,64,1024,1000000,131285,30435,0.138516
2,./input/matriz.log,random,invertida,2,1024,1000000,6726,2125,0.132938
2,./input/matriz.log,random,invertida,4,1024,1000000,9274,2899,0.140903
2,./input/matriz.log,random,invertida,8,1024,1000000,15544,4431,0.130798
2,./input/matriz.log,random,invertida,16,1024,1000000,27025,6976,0.148163
2,./input/matriz.log,random,invertida,32,1024,1000000,61236,13787,0.154114
2,./input/matriz.log,random,invertida,64,1024,1000000,131898,30615,0.158382
2,./input/matriz.log,lfu,densa,2,1024,1000000,115838,30345,0.369418
2,./input/matriz.log,lfu,densa,4,1024,1000000,142996,34934,0.263849
2,./input/matriz.log,lfu,densa,8,1024,1000000,166676,39621,0.223344
2,./input/matriz.log,lfu,densa,16,1024,1000000,180501,41943,0.192461
2,./input/matriz.log,lfu,densa,32,1024,1000000,201983,44112,0.163563
2,./input/matriz.log,lfu,densa,64,1024,1000000,273261,55610,0.156763
2,./input/matriz.log,lfu,hier2,2,1024,1000000,115838,30345,0.369565
2,./input/matriz.log,lfu,hier2,4,1024,1000000,142996,34934,0.297574
2,./input/matriz.log,lfu,hier2,8,1024,1000000,166676,39621,0.231252
2,./input/matriz.log,lfu,hier2,16,1024,1000000,180501,41943,0.178285
2,./input/matriz.log,lfu,hier2,32,1024,1000000,201983,44112,0.164935
2,./input/matriz.log,lfu,hier2,64,1024,1000000,273261,55610,0.169547
2,./input/matriz.log,lfu,hier3,2,1024,1000000,115838,30345,0.361800
2,./input/matriz.log,lfu,hier3,4,1024,1000000,142996,34934,0.270029
2,./input/matriz.log,lfu,hier3,8,1024,1000000,166676,39621,0.216622
2,./input/matriz.log,lfu,hier3,16,1024,1000000,180501,41943,0.193583
2,./input/matriz.log,lfu,hier3,32,1024,1000000,201983,44112,0.173933
2,./input/matriz.log,lfu,hier3,64,1024,1000000,273261,55610,0.168636
2,./input/matriz.log,lfu,invertida,2,1024,1000000,115838,30345,0.386519
2,./input/matriz.log,lfu,invertida,4,1024,1000000,142996,34934,0.299001
2,./input/matriz.log,lfu,invertida,8,1024,1000000,166676,39621,0.255670
2,./input/matriz.log,lfu,invertida,16,1024,1000000,180501,41943,0.220919
2,./input/matriz.log,lfu,invertida,32,1024,1000000,201983,44112,0.182269
2,./input/matriz.log,lfu,invertida,64,1024,1000000,273261,55610,0.179031
2,./input/compressor.log,lru,densa,2,1024,1000000,419,0,0.148351
2,./input/compressor.log,lru,densa,4,1024,1000000,397,48,0.120201
2,./input/compressor.log,lru,densa,8,1024,1000000,533,132,0.115640
2,./input/compressor.log,lru,densa,16,1024,1000000,729,265,0.132429
2,./input/compressor.log,lru,densa,32,1024,1000000,911,345,0.117567
2,./input/compressor.log,lru,densa,64,1024,1000000,1566,546,0.117239
2,./input/compressor.log,lru,hier2,2,1024,1000000,419,0,0.121696
2,./input/compressor.log,lru,hier2,4,1024,1000000,397,48,0.113784
2,./input/compressor.log,lru,hier2,8,1024,1000000,533,132,0.117881
2,./input/compressor.log,lru,hier2,16,1024,1000000,729,265,0.117226
2,./input/compressor.log,lru,hier2,32,1024,1000000,911,345,0.125464
2,./input/compressor.log,lru,hier2,64,1024,1000000,1566,546,0.114964
2,./input/compressor.log,lru,hier3,2,1024,1000000,419,0,0.128148
2,./input/compressor.log,lru,hier3,4,1024,1000000,397,48,0.112369
2,./input/compressor.log,lru,hier3,8,1024,1000000,533,132,0.128712
2,./input/compressor.log,lru,hier3,16,1024,1000000,729,265,0.114081
2,./input/compressor.log,lru,hier3,32,1024,1000000,911,345,0.171100
2,./input/compressor.log,lru,hier3,64,1024,1000000,1566,546,0.123402
2,./input/compressor.log,lru,invertida,2,1024,1000000,419,0,0.120138
2,./input/compressor.log,lru,invertida,4,1024,1000000,397,48,0.140995
2,./input/compressor.log,lru,invertida,8,1024,1000000,533,132,0.121452
2,./input/compressor.log,lru,invertida,16,1024,1000000,729,265,0.141469
2,./input/compressor.log,lru,invertida,32,1024,1000000,911,345,0.130559
2,./input/compressor.log,lru,invertida,64,1024,1000000,1566,546,0.133735
2,./input/compressor.log,fifo,densa,2,1024,1000000,419,0,0.131320
2,./input/compressor.log,fifo,densa,4,1024,1000000,511,125,0.124678
2,./input/compressor.log,fifo,densa,8,1024,1000000,570,191,0.121735
2,./input/compressor.log,fifo,densa,16,1024,1000000,850,335,0.107134
2,./input/compressor.log,fifo,densa,32,1024,1000000,1119,440,0.116524
2,./input/compressor.log,fifo,densa,64,1024,1000000,1956,735,0.133745
2,./input/compressor.log,fifo,hier2,2,1024,1000000,419,0,0.127379
2,./input/compressor.log,fifo,hier2,4,1024,1000000,511,125,0.116414
2,./input/compressor.log,fifo,hier2,8,1024,1000000,570,191,0.114492
2,./input/compressor.log,fifo,hier2,16,1024,1000000,850,335,0.111835
2,./input/compressor.log,fifo,hier2,32,1024,1000000,1119,440,0.115094
2,./input/compressor.log,fifo,hier2,64,1024,1000000,1956,735,0.113330
2,./input/compressor.log,fifo,hier3,2,1024,1000000,419,0,0.111271
2,./input/compressor.log,fifo,hier3,4,1024,1000000,511,125,0.120115
2,./input/compressor.log,fifo,hier3,8,1024,1000000,570,191,0.112244
2,./input/compressor.log,fifo,hier3,16,1024,1000000,850,335,0.114385
2,./input/compressor.log,fifo,hier3,32,1024,1000000,1119,440,0.137556
2,./input/compressor.log,fifo,hier3,64,1024,1000000,1956,735,0.122777
2,./input/compressor.log,fifo,invertida,2,1024,1000000,419,0,0.136558
2,./input/compressor.log,fifo,invertida,4,1024,1000000,511,125,0.130460
2,./input/compressor.log,fifo,invertida,8,1024,1000000,570,191,0.134525
2,./input/compressor.log,fifo,invertida,16,1024,1000000,850,335,0.141130
2,./input/compressor.log,fifo,invertida,32,1024,1000000,1119,440,0.138010
2,./input/compressor.log,fifo,invertida,64,1024,1000000,1956,735,0.129297
2,./input/compressor.log,random,densa,2,1024,1000000,419,0,0.114274
2,./input/compressor.log,random,densa,4,1024,1000000,421,74,0.119274
2,./input/compressor.log,random,densa,8,1024,1000000,646,212,0.125586
2,./input/compressor.log,random,densa,16,1024,1000000,967,363,0.140949
2,./input/compressor.log,random,densa,32,1024,1000000,1349,504,0.115868
2,./input/compressor.log,random,densa,64,1024,1000000,2285,792,0.115480
2,./input/compressor.log,random,hier2,2,1024,1000000,419,0,0.123681
2,./input/compressor.log,random,hier2,4,1024,1000000,421,74,0.113524
2,./input/compressor.log,random,hier2,8,1024,1000000,646,212,0.119687
2,./input/compressor.log,random,hier2,16,1024,1000000,993,374,0.115275
2,./input/compressor.log,random,hier2,32,1024,1000000,1312,484,0.117932
2,./input/compressor.log,random,hier2,64,1024,1000000,2160,742,0.125554
2,./input/compressor.log,random,hier3,2,1024,1000000,419,0,0.119591
2,./input/compressor.log,random,hier3,4,1024,1000000,419,77,0.111832
2,./input/compressor.log,random,hier3,8,1024,1000000,694,226,0.118845
2,./input/compressor.log,random,hier3,16,1024,1000000,993,374,0.115790
2,./input/compressor.log,random,hier3,32,1024,1000000,1312,484,0.116545
2,./input/compressor.log,random,hier3,64,1024,1000000,2234,801,0.116454
2,./input/compressor.log,random,invertida,2,1024,1000000,419,0,0.163322
2,./input/compressor.log,random,invertida,4,1024,1000000,431,84,0.139675
2,./input/compressor.log,random,invertida,8,1024,1000000,665,217,0.124188
2,./input/compressor.log,random,invertida,16,1024,1000000,979,354,0.121011
2,./input/compressor.log,random,invertida,32,1024,1000000,1312,475,0.123084
2,./input/compressor.log,random,invertida,64,1024,1000000,2234,801,0.130912
2,./input/compressor.log,lfu,densa,2,1024,1000000,419,0,0.131401
2,./input/compressor.log,lfu,densa,4,1024,1000000,390,34,0.139437
2,./input/compressor.log,lfu,densa,8,1024,1000000,143775,13291,0.226687
2,./input/compressor.log,lfu,densa,16,1024,1000000,290318,43775,0.232420
2,./input/compressor.log,lfu,densa,32,1024,1000000,315032,51729,0.184197
2,./input/compressor.log,lfu,densa,64,1024,1000000,373391,62154,0.172675
2,./input/compressor.log,lfu,hier2,2,1024,1000000,419,0,0.126910
2,./input/compressor.log,lfu,hier2,4,1024,1000000,390,34,0.127544
2,./input/compressor.log,lfu,hier2,8,1024,1000000,143775,13291,0.227969
2,./input/compressor.log,lfu,hier2,16,1024,1000000,290318,43775,0.229422
2,./input/compressor.log,lfu,hier2,32,1024,1000000,315032,51729,0.196866
2,./input/compressor.log,lfu,hier2,64,1024,1000000,373391,62154,0.173581
2,./input/compressor.log,lfu,hier3,2,1024,1000000,419,0,0.123381
2,./input/compressor.log,lfu,hier3,4,1024,1000000,390,34,0.119171
2,./input/compressor.log,lfu,hier3,8,1024,1000000,143775,13291,0.200910
2,./input/compressor.log,lfu,hier3,16,1024,1000000,290318,43775,0.208858
2,./input/compressor.log,lfu,hier3,32,1024,1000000,315032,51729,0.179717
2,./input/compressor.log,lfu,hier3,64,1024,1000000,373391,62154,0.190439
2,./input/compressor.log,lfu,invertida,2,1024,1000000,419,0,0.123992
2,./input/compressor.log,lfu,invertida,4,1024,1000000,390,34,0.136452
2,./input/compressor.log,lfu,invertida,8,1024,1000000,143775,13291,0.208341
2,./input/compressor.log,lfu,invertida,16,1024,1000000,290318,43775,0.246663
2,./input/compressor.log,lfu,invertida,32,1024,1000000,315032,51729,0.195627
2,./input/compressor.log,lfu,invertida,64,1024,1000000,373391,62154,0.190819
2,./input/simulador.log,lru,densa,2,1024,1000000,8364,3395,0.162590
2,./input/simulador.log,lru,densa,4,1024,1000000,11240,4092,0.125429
2,./input/simulador.log,lru,densa,8,1024,1000000,16479,5546,0.128526
2,./input/simulador.log,lru,densa,16,1024,1000000,29547,8267,0.159565
2,./input/simulador.log,lru,densa,32,1024,1000000,48088,10446,0.124238
2,./input/simulador.log,lru,densa,64,1024,1000000,61829,11892,0.134488
2,./input/simulador.log,lru,hier2,2,1024,1000000,8364,3395,0.187644
2,./input/simulador.log,lru,hier2,4,1024,1000000,11240,4092,0.130576
2,./input/simulador.log,lru,hier2,8,1024,1000000,16479,5546,0.125846
2,./input/simulador.log,lru,hier2,16,1024,1000000,29547,8267,0.121793
2,./input/simulador.log,lru,hier2,32,1024,1000000,48088,10446,0.135161
2,./input/simulador.log,lru,hier2,64,1024,1000000,61829,11892,0.129020
2,./input/simulador.log,lru,hier3,2,1024,1000000,8364,3395,0.130438
2,./input/simulador.log,lru,hier3,4,1024,1000000,11240,4092,0.136937
2,./input/simulador.log,lru,hier3,8,1024,1000000,16479,5546,0.143855
2,./input/simulador.log,lru,hier3,16,1024,1000000,29547,8267,0.128472
2,./input/simulador.log,lru,hier3,32,1024,1000000,48088,10446,0.131686
2,./input/simulador.log,lru,hier3,64,1024,1000000,61829,11892,0.135798
2,./input/simulador.log,lru,invertida,2,1024,1000000,8364,3395,0.169173
2,./input/simulador.log,lru,invertida,4,1024,1000000,11240,4092,0.248682
2,./input/simulador.log,lru,invertida,8,1024,1000000,16479,5546,0.165915
2,./input/simulador.log,lru,invertida,16,1024,1000000,29547,8267,0.155601
2,./input/simulador.log,lru,invertida,32,1024,1000000,48088,10446,0.164057
2,./input/simulador.log,lru,invertida,64,1024,1000000,61829,11892,0.138341
2,./input/simulador.log,fifo,densa,2,1024,1000000,11449,4510,0.145048
2,./input/simulador.log,fifo,densa,4,1024,1000000,15440,5426,0.144548
2,./input/simulador.log,fifo,densa,8,1024,1000000,22816,7413,0.160946
2,./input/simulador.log,fifo,densa,16,1024,1000000,37606,10399,0.140435
2,./input/simulador.log,fifo,densa,32,1024,1000000,60922,14653,0.160779
2,./input/simulador.log,fifo,densa,64,1024,1000000,81506,19786,0.131472
2,./input/simulador.log,fifo,hier2,2,1024,1000000,11449,4510,0.141270
2,./input/simulador.log,fifo,hier2,4,1024,1000000,15440,5426,0.157341
2,./input/simulador.log,fifo,hier2,8,1024,1000000,22816,7413,0.137290
2,./input/simulador.log,fifo,hier2,16,1024,1000000,37606,10399,0.136835
2,./input/simulador.log,fifo,hier2,32,1024,1000000,60922,14653,0.142649
2,./input/simulador.log,fifo,hier2,64,1024,1000000,81506,19786,0.130353
2,./input/simulador.log,fifo,hier3,2,1024,1000000,11449,4510,0.142834
2,./input/simulador.log,fifo,hier3,4,1024,1000000,15440,5426,0.140427
2,./input/simulador.log,fifo,hier3,8,1024,1000000,22816,7413,0.127656
2,./input/simulador.log,fifo,hier3,16,1024,1000000,37606,10399,0.128521
2,./input/simulador.log,fifo,hier3,32,1024,1000000,60922,14653,0.138170
2,./input/simulador.log,fifo,hier3,64,1024,1000000,81506,19786,0.127266
2,./input/simulador.log,fifo,invertida,2,1024,1000000,11449,4510,0.155162
2,./input/simulador.log,fifo,invertida,4,1024,1000000,15440,5426,0.153936
2,./input/simulador.log,fifo,invertida,8,1024,1000000,22816,7413,0.158805
2,./input/simulador.log,fifo,invertida,16,1024,1000000,37606,10399,0.160228
2,./input/simulador.log,fifo,invertida,32,1024,1000000,60922,14653,0.156145
2,./input/simulador.log,fifo,invertida,64,1024,1000000,81506,19786,0.142024
2,./input/simulador.log,random,densa,2,1024,1000000,12468,4692,0.133033
2,./input/simulador.log,random,densa,4,1024,1000000,15863,5461,0.124480
2,./input/simulador.log,random,densa,8,1024,1000000,24045,7588,0.127534
2,./input/simulador.log,random,densa,16,1024,1000000,39681,10825,0.132328
2,./input/simulador.log,random,densa,32,1024,1000000,61997,15159,0.147261
2,./input/simulador.log,random,densa,64,1024,1000000,85918,20594,0.131425
2,./input/simulador.log,random,hier2,2,1024,1000000,12341,4598,0.168813
2,./input/simulador.log,random,hier2,4,1024,1000000,15863,5461,0.131183
2,./input/simulador.log,random,hier2,8,1024,1000000,23920,7593,0.128621
2,./input/simulador.log,random,hier2,16,1024,1000000,39690,10848,0.146448
2,./input/simulador.log,random,hier2,32,1024,1000000,62299,15196,0.128814
2,./input/simulador.log,random,hier2,64,1024,1000000,85749,20523,0.131699
2,./input/simulador.log,random,hier3,2,1024,1000000,12431,4648,0.139189
2,./input/simulador.log,random,hier3,4,1024,1000000,15814,5437,0.147028
2,./input/simulador.log,random,hier3,8,1024,1000000,23920,7593,0.124619
2,./input/simulador.log,random,hier3,16,1024,1000000,39787,10914,0.125968
2,./input/simulador.log,random,hier3,32,1024,1000000,62184,15257,0.140831
2,./input/simulador.log,random,hier3,64,1024,1000000,85693,20681,0.141986
2,./input/simulador.log,random,invertida,2,1024,1000000,12411,4632,0.138704
2,./input/simulador.log,random,invertida,4,1024,1000000,15765,5465,0.141049
2,./input/simulador.log,random,invertida,8,1024,1000000,24040,7550,0.159569
2,./input/simulador.log,random,invertida,16,1024,1000000,39787,10914,0.134054
2,./input/simulador.log,random,invertida,32,1024,1000000,62302,15193,0.152473
2,./input/simulador.log,random,invertida,64,1024,1000000,85935,20614,0.195575
2,./input/simulador.log,lfu,densa,2,1024,1000000,168502,59798,0.498815
2,./input/simulador.log,lfu,densa,4,1024,1000000,197601,60944,0.330143
2,./input/simulador.log,lfu,densa,8,1024,1000000,254389,65698,0.312275
2,./input/simulador.log,lfu,densa,16,1024,1000000,504490,135069,0.290442
2,./input/simulador.log,lfu,densa,32,1024,1000000,646601,138348,0.260585
2,./input/simulador.log,lfu,densa,64,1024,1000000,653065,140917,0.239254
2,./input/simulador.log,lfu,hier2,2,1024,1000000,168502,59798,0.496852
2,./input/simulador.log,lfu,hier2,4,1024,1000000,197601,60944,0.329676
2,./input/simulador.log,lfu,hier2,8,1024,1000000,254389,65698,0.267362
2,./input/simulador.log,lfu,hier2,16,1024,1000000,504490,135069,0.293010
2,./input/simulador.log,lfu,hier2,32,1024,1000000,646601,138348,0.264503
2,./input/simulador.log,lfu,hier2,64,1024,1000000,653065,140917,0.234155
2,./input/simulador.log,lfu,hier3,2,1024,1000000,168502,59798,0.519161
2,./input/simulador.log,lfu,hier3,4,1024,1000000,197601,60944,0.366313
2,./input/simulador.log,lfu,hier3,8,1024,1000000,254389,65698,0.267204
2,./input/simulador.log,lfu,hier3,16,1024,1000000,504490,135069,0.293289
2,./input/simulador.log,lfu,hier3,32,1024,1000000,646601,138348,0.276187
2,./input/simulador.log,lfu,hier3,64,1024,1000000,653065,140917,0.252061
2,./input/simulador.log,lfu,invertida,2,1024,1000000,168502,59798,0.490681
2,./input/simulador.log,lfu,invertida,4,1024,1000000,197601,60944,0.346553
2,./input/simulador.log,lfu,invertida,8,1024,1000000,254389,65698,0.298552
2,./input/simulador.log,lfu,invertida,16,1024,1000000,504490,135069,0.330434
2,./input/simulador.log,lfu,invertida,32,1024,1000000,646601,138348,0.269198
2,./input/simulador.log,lfu,invertida,64,1024,1000000,653065,140917,0.259358
